0_I0,1.0,0.0,0.0
1_I0,1.0,0.0,0.0
2_I0,1.0,0.0,0.0
4_I0,1.0,0.0,0.0
5_I0,1.0,0.0,0.0
6_I0,1.0,0.0,0.0
7_I0,1.0,0.0,0.0
8_I0,1.0,0.0,0.0
9_I0,1.0,0.0,0.0
10_I0,1.0,0.0,0.0
11_I0,1.0,0.0,0.0
12_I0,1.0,0.0,0.0
13_I0,1.0,0.0,0.0
14_I0,1.0,0.0,0.0
17_I0,1.0,0.0,0.0
18_I0,1.0,0.0,0.0
19_I0,1.0,0.0,0.0
21_I0,1.0,0.0,0.0
22_I0,1.0,0.0,0.0
23_I0,1.0,0.0,0.0
24_I0,1.0,0.0,0.0
25_I0,1.0,0.0,0.0
26_I0,1.0,0.0,0.0
27_I0,1.0,0.0,0.0
28_I0,1.0,0.0,0.0
29_I0,1.0,0.0,0.0
30_I0,1.0,0.0,0.0
31_I0,1.0,0.0,0.0
32_I0,1.0,0.0,0.0
33_I1,0.0,1.0,0.0
34_I1,0.0,1.0,0.0
35_I1,0.0,1.0,0.0
38_I1,0.0,1.0,0.0
39_I1,0.0,1.0,0.0
40_I1,0.0,1.0,0.0
41_I1,0.0,1.0,0.0
43_I1,0.0,1.0,0.0
44_I1,0.0,1.0,0.0
46_I1,0.0,1.0,0.0
47_I1,0.0,1.0,0.0
50_I1,0.0,1.0,0.0
51_I1,0.0,1.0,0.0
52_I1,0.0,1.0,0.0
53_I1,0.0,1.0,0.0
54_I1,0.0,1.0,0.0
55_I1,0.0,1.0,0.0
56_I1,0.0,1.0,0.0
57_I1,0.0,1.0,0.0
60_I1,0.0,1.0,0.0
61_I1,0.0,1.0,0.0
62_I1,0.0,1.0,0.0
64_I1,0.0,1.0,0.0
65_I1,0.0,1.0,0.0
66_I1,0.0,1.0,0.0
67_I1,0.0,1.0,0.0
68_I1,0.0,1.0,0.0
69_I1,0.0,1.0,0.0
70_I1,0.0,1.0,0.0
71_I1,0.0,1.0,0.0
72_I1,0.0,1.0,0.0
76_I1,0.0,1.0,0.0
77_I1,0.0,1.0,0.0
78_I1,0.0,1.0,0.0
79_I1,0.0,1.0,0.0
84_I1,0.0,1.0,0.0
85_I1,0.0,1.0,0.0
86_I1,0.0,1.0,0.0
87_I1,0.0,1.0,0.0
88_I1,0.0,1.0,0.0
89_I1,0.0,1.0,0.0
91_I1,0.0,1.0,0.0
94_I1,0.0,1.0,0.0
95_I1,0.0,1.0,0.0
96_I1,0.0,1.0,0.0
100_I1,0.0,1.0,0.0
101_I1,0.0,1.0,0.0
102_I1,0.0,1.0,0.0
103_I1,0.0,1.0,0.0
106_I1,0.0,1.0,0.0
107_I1,0.0,1.0,0.0
108_I1,0.0,1.0,0.0
109_I1,0.0,1.0,0.0
110_I1,0.0,1.0,0.0
111_I1,0.0,1.0,0.0
114_I1,0.0,1.0,0.0
115_I1,0.0,1.0,0.0
116_I1,0.0,1.0,0.0
117_I1,0.0,1.0,0.0
118_I1,0.0,1.0,0.0
119_I1,0.0,1.0,0.0
120_I1,0.0,1.0,0.0
121_I1,0.0,1.0,0.0
123_I1,0.0,1.0,0.0
124_I1,0.0,1.0,0.0
127_I1,0.0,1.0,0.0
128_I1,0.0,1.0,0.0
129_I1,0.0,1.0,0.0
130_I1,0.0,1.0,0.0
131_I1,0.0,1.0,0.0
132_I1,0.0,1.0,0.0
133_I1,0.0,1.0,0.0
134_I1,0.0,1.0,0.0
135_I1,0.0,1.0,0.0
136_I1,0.0,1.0,0.0
137_I1,0.0,1.0,0.0
138_I1,0.0,1.0,0.0
139_I1,0.0,1.0,0.0
140_I1,0.0,1.0,0.0
141_I1,0.0,1.0,0.0
144_I1,0.0,1.0,0.0
145_I1,0.0,1.0,0.0
147_I1,0.0,1.0,0.0
148_I1,0.0,1.0,0.0
150_I1,0.0,1.0,0.0
151_I1,0.0,1.0,0.0
152_I1,0.0,1.0,0.0
153_I1,0.0,1.0,0.0
156_I1,0.0,1.0,0.0
158_I1,0.0,1.0,0.0
159_I1,0.0,1.0,0.0
160_I1,0.0,1.0,0.0
162_I1,0.0,1.0,0.0
163_I1,0.0,1.0,0.0
165_I1,0.0,1.0,0.0
166_I1,0.0,1.0,0.0
167_I1,0.0,1.0,0.0
171_I1,0.0,1.0,0.0
172_I1,0.0,1.0,0.0
173_I1,0.0,1.0,0.0
174_I1,0.0,1.0,0.0
175_I1,0.0,1.0,0.0
177_I1,0.0,1.0,0.0
178_I1,0.0,1.0,0.0
179_I1,0.0,1.0,0.0
180_I1,0.0,1.0,0.0
181_I1,0.0,1.0,0.0
183_I1,0.0,1.0,0.0
185_I1,0.0,1.0,0.0
187_I1,0.0,1.0,0.0
188_I1,0.0,1.0,0.0
190_I1,0.0,1.0,0.0
191_I1,0.0,1.0,0.0
192_I1,0.0,1.0,0.0
193_I1,0.0,1.0,0.0
194_I1,0.0,1.0,0.0
195_I1,0.0,1.0,0.0
196_I1,0.0,1.0,0.0
197_I1,0.0,1.0,0.0
201_I1,0.0,1.0,0.0
203_I1,0.0,1.0,0.0
204_I1,0.0,1.0,0.0
206_I1,0.0,1.0,0.0
207_I1,0.0,1.0,0.0
209_I1,0.0,1.0,0.0
210_I1,0.0,1.0,0.0
211_I1,0.0,1.0,0.0
212_I1,0.0,1.0,0.0
213_I1,0.0,1.0,0.0
214_I1,0.0,1.0,0.0
215_I1,0.0,1.0,0.0
216_I1,0.0,1.0,0.0
217_I1,0.0,1.0,0.0
218_I1,0.0,1.0,0.0
219_I1,0.0,1.0,0.0
220_I1,0.0,1.0,0.0
221_I1,0.0,1.0,0.0
222_I1,0.0,1.0,0.0
223_I1,0.0,1.0,0.0
224_I1,0.0,1.0,0.0
226_I1,0.0,1.0,0.0
227_I1,0.0,1.0,0.0
228_I1,0.0,1.0,0.0
229_I1,0.0,1.0,0.0
230_I1,0.0,1.0,0.0
231_I1,0.0,1.0,0.0
234_I1,0.0,1.0,0.0
235_I1,0.0,1.0,0.0
237_I1,0.0,1.0,0.0
238_I1,0.0,1.0,0.0
239_I1,0.0,1.0,0.0
240_I1,0.0,1.0,0.0
241_I1,0.0,1.0,0.0
245_I1,0.0,1.0,0.0
246_I1,0.0,1.0,0.0
247_I1,0.0,1.0,0.0
248_I1,0.0,1.0,0.0
249_I1,0.0,1.0,0.0
250_I1,0.0,1.0,0.0
251_I1,0.0,1.0,0.0
252_I1,0.0,1.0,0.0
253_I1,0.0,1.0,0.0
254_I1,0.0,1.0,0.0
255_I1,0.0,1.0,0.0
256_I1,0.0,1.0,0.0
257_I1,0.0,1.0,0.0
258_I1,0.0,1.0,0.0
259_I1,0.0,1.0,0.0
260_I1,0.0,1.0,0.0
261_I1,0.0,1.0,0.0
262_I1,0.0,1.0,0.0
263_I1,0.0,1.0,0.0
264_I1,0.0,1.0,0.0
265_I1,0.0,1.0,0.0
268_I1,0.0,1.0,0.0
269_I1,0.0,1.0,0.0
271_I1,0.0,1.0,0.0
272_I1,0.0,1.0,0.0
273_I1,0.0,1.0,0.0
275_I1,0.0,1.0,0.0
278_I1,0.0,1.0,0.0
279_I1,0.0,1.0,0.0
280_I1,0.0,1.0,0.0
281_I1,0.0,1.0,0.0
283_I1,0.0,1.0,0.0
284_I1,0.0,1.0,0.0
285_I1,0.0,1.0,0.0
287_I1,0.0,1.0,0.0
288_I1,0.0,1.0,0.0
289_I1,0.0,1.0,0.0
290_I1,0.0,1.0,0.0
291_I1,0.0,1.0,0.0
292_I1,0.0,1.0,0.0
293_I1,0.0,1.0,0.0
294_I1,0.0,1.0,0.0
295_I1,0.0,1.0,0.0
296_I1,0.0,1.0,0.0
297_I1,0.0,1.0,0.0
299_I1,0.0,1.0,0.0
301_I1,0.0,1.0,0.0
302_I1,0.0,1.0,0.0
303_I1,0.0,1.0,0.0
305_I1,0.0,1.0,0.0
306_I1,0.0,1.0,0.0
307_I1,0.0,1.0,0.0
309_I1,0.0,1.0,0.0
311_I1,0.0,1.0,0.0
312_I1,0.0,1.0,0.0
313_I1,0.0,1.0,0.0
315_I1,0.0,1.0,0.0
318_I1,0.0,1.0,0.0
319_I1,0.0,1.0,0.0
321_I1,0.0,1.0,0.0
322_I1,0.0,1.0,0.0
324_I1,0.0,1.0,0.0
326_I1,0.0,1.0,0.0
327_I1,0.0,1.0,0.0
328_I1,0.0,1.0,0.0
330_I1,0.0,1.0,0.0
332_I1,0.0,1.0,0.0
333_I1,0.0,1.0,0.0
334_I1,0.0,1.0,0.0
335_I1,0.0,1.0,0.0
336_I1,0.0,1.0,0.0
338_I1,0.0,1.0,0.0
339_I1,0.0,1.0,0.0
340_I1,0.0,1.0,0.0
341_I2,0.0,0.0,1.0
342_I2,0.0,0.0,1.0
343_I2,0.0,0.0,1.0
344_I2,0.0,0.0,1.0
345_I2,0.0,0.0,1.0
347_I2,0.0,0.0,1.0
349_I2,0.0,0.0,1.0
351_I2,0.0,0.0,1.0
353_I2,0.0,0.0,1.0
354_I2,0.0,0.0,1.0
355_I2,0.0,0.0,1.0
356_I2,0.0,0.0,1.0
357_I2,0.0,0.0,1.0
359_I2,0.0,0.0,1.0
360_I2,0.0,0.0,1.0
361_I2,0.0,0.0,1.0
364_I2,0.0,0.0,1.0
365_I2,0.0,0.0,1.0
366_I2,0.0,0.0,1.0
368_I2,0.0,0.0,1.0
369_I2,0.0,0.0,1.0
370_I2,0.0,0.0,1.0
371_I2,0.0,0.0,1.0
372_I2,0.0,0.0,1.0
374_I2,0.0,0.0,1.0
376_I2,0.0,0.0,1.0
377_I2,0.0,0.0,1.0
378_I2,0.0,0.0,1.0
380_I2,0.0,0.0,1.0
381_I2,0.0,0.0,1.0
382_I2,0.0,0.0,1.0
383_I2,0.0,0.0,1.0
384_I2,0.0,0.0,1.0
385_I2,0.0,0.0,1.0
386_I2,0.0,0.0,1.0
387_I2,0.0,0.0,1.0
390_I2,0.0,0.0,1.0
391_I2,0.0,0.0,1.0
392_I2,0.0,0.0,1.0
393_I2,0.0,0.0,1.0
394_I2,0.0,0.0,1.0
396_I2,0.0,0.0,1.0
397_I2,0.0,0.0,1.0
398_I2,0.0,0.0,1.0
399_I2,0.0,0.0,1.0
400_I2,0.0,0.0,1.0
401_I2,0.0,0.0,1.0
402_I2,0.0,0.0,1.0
403_I2,0.0,0.0,1.0
406_I2,0.0,0.0,1.0
407_I2,0.0,0.0,1.0
408_I2,0.0,0.0,1.0
409_I2,0.0,0.0,1.0
410_I2,0.0,0.0,1.0
411_I2,0.0,0.0,1.0
412_I2,0.0,0.0,1.0
413_I2,0.0,0.0,1.0
414_I2,0.0,0.0,1.0
415_I2,0.0,0.0,1.0
416_I2,0.0,0.0,1.0
419_I2,0.0,0.0,1.0
422_I2,0.0,0.0,1.0
